Category,State,Year,Value
Revenue_Expenditure,Madhya Pradesh,1981-82,1115
Revenue_Expenditure,Madhya Pradesh,1982-83,1328
Revenue_Expenditure,Madhya Pradesh,1983-84,1624
Revenue_Expenditure,Madhya Pradesh,1984-85,1734
Revenue_Expenditure,Madhya Pradesh,1985-86,2103
Revenue_Expenditure,Madhya Pradesh,1986-87,2532
Revenue_Expenditure,Madhya Pradesh,1987-88,3053
Revenue_Expenditure,Madhya Pradesh,1988-89,3618
Revenue_Expenditure,Madhya Pradesh,1989-90,3779
Revenue_Expenditure,Madhya Pradesh,1990-91,4746
Revenue_Expenditure,Madhya Pradesh,1991-92,5421
Revenue_Expenditure,Madhya Pradesh,1992-93,6157
Revenue_Expenditure,Madhya Pradesh,1993-94,7518
Revenue_Expenditure,Madhya Pradesh,1994-95,7809
Revenue_Expenditure,Madhya Pradesh,1995-96,9131
Revenue_Expenditure,Madhya Pradesh,1996-97,11462
Revenue_Expenditure,Madhya Pradesh,1997-98,11726
Revenue_Expenditure,Madhya Pradesh,1998-99,14218
Revenue_Expenditure,Madhya Pradesh,1999-00,16136
Revenue_Expenditure,Madhya Pradesh,2000-01,14986
Revenue_Expenditure,Madhya Pradesh,2001-02,14369
Revenue_Expenditure,Madhya Pradesh,2002-03,14560
Revenue_Expenditure,Madhya Pradesh,2003-04,18765
Revenue_Expenditure,Madhya Pradesh,2004-05,18026
Revenue_Expenditure,Madhya Pradesh,2005-06,20563
Revenue_Expenditure,Madhya Pradesh,2006-07,22363
Revenue_Expenditure,Madhya Pradesh,2007-08,25601
Revenue_Expenditure,Madhya Pradesh,2008-09,29514
Revenue_Expenditure,Madhya Pradesh,2009-10,35897
Revenue_Expenditure,Madhya Pradesh,2010-11,45012
Revenue_Expenditure,Madhya Pradesh,2011-12,52694
Revenue_Expenditure,Madhya Pradesh,2012-13,62969
Revenue_Expenditure,Madhya Pradesh,2013-14,69870
Revenue_Expenditure,Madhya Pradesh,2014-15,98250
Revenue_Expenditure,Madhya Pradesh,2015-16,108835
Revenue_Expenditure,Maharashtra,1980-81,1917
Revenue_Expenditure,Maharashtra,1981-82,2238
Revenue_Expenditure,Maharashtra,1982-83,2628
Revenue_Expenditure,Maharashtra,1983-84,3181
Revenue_Expenditure,Maharashtra,1984-85,3880
Revenue_Expenditure,Maharashtra,1985-86,4491
Revenue_Expenditure,Maharashtra,1986-87,4979
Revenue_Expenditure,Maharashtra,1987-88,5505
Revenue_Expenditure,Maharashtra,1988-89,6541
Revenue_Expenditure,Maharashtra,1989-90,7903
Revenue_Expenditure,Maharashtra,1990-91,8754
Revenue_Expenditure,Maharashtra,1991-92,10049
Revenue_Expenditure,Maharashtra,1992-93,11547
Revenue_Expenditure,Maharashtra,1993-94,13109
Revenue_Expenditure,Maharashtra,1994-95,14812
Revenue_Expenditure,Maharashtra,1995-96,17168
Revenue_Expenditure,Maharashtra,1996-97,20846
Revenue_Expenditure,Maharashtra,1997-98,22897
Revenue_Expenditure,Maharashtra,1998-99,25663
Revenue_Expenditure,Maharashtra,1999-00,29538
Revenue_Expenditure,Maharashtra,2000-01,37401
Revenue_Expenditure,Maharashtra,2001-02,38282
Revenue_Expenditure,Maharashtra,2002-03,40474
Revenue_Expenditure,Maharashtra,2003-04,42680
Revenue_Expenditure,Maharashtra,2004-05,51047
Revenue_Expenditure,Maharashtra,2005-06,52280
Revenue_Expenditure,Maharashtra,2006-07,61385
Revenue_Expenditure,Maharashtra,2007-08,64780
