Category,State,Year,Value
Gross_Fiscal_Deficits,Haryana,1981-82,102
Gross_Fiscal_Deficits,Haryana,1982-83,189
Gross_Fiscal_Deficits,Haryana,1983-84,134
Gross_Fiscal_Deficits,Haryana,1984-85,235
Gross_Fiscal_Deficits,Haryana,1985-86,230
Gross_Fiscal_Deficits,Haryana,1986-87,170
Gross_Fiscal_Deficits,Haryana,1987-88,216
Gross_Fiscal_Deficits,Haryana,1988-89,289
Gross_Fiscal_Deficits,Haryana,1989-90,393
Gross_Fiscal_Deficits,Haryana,1990-91,386
Gross_Fiscal_Deficits,Haryana,1991-92,375
Gross_Fiscal_Deficits,Haryana,1992-93,444
Gross_Fiscal_Deficits,Haryana,1993-94,480
Gross_Fiscal_Deficits,Haryana,1994-95,535
Gross_Fiscal_Deficits,Haryana,1995-96,986
Gross_Fiscal_Deficits,Haryana,1996-97,1099
Gross_Fiscal_Deficits,Haryana,1997-98,1128
Gross_Fiscal_Deficits,Haryana,1998-99,2240
Gross_Fiscal_Deficits,Haryana,1999-00,2133
Gross_Fiscal_Deficits,Haryana,2000-01,2265
Gross_Fiscal_Deficits,Haryana,2001-02,2740
Gross_Fiscal_Deficits,Haryana,2002-03,1470
Gross_Fiscal_Deficits,Haryana,2003-04,2930
Gross_Fiscal_Deficits,Haryana,2004-05,1210
Gross_Fiscal_Deficits,Haryana,2005-06,290
Gross_Fiscal_Deficits,Haryana,2006-07,-1180
Gross_Fiscal_Deficits,Haryana,2007-08,1260
Gross_Fiscal_Deficits,Haryana,2008-09,6560
Gross_Fiscal_Deficits,Haryana,2009-10,10090
Gross_Fiscal_Deficits,Haryana,2010-11,7260
Gross_Fiscal_Deficits,Haryana,2011-12,7150
Gross_Fiscal_Deficits,Haryana,2012-13,10360
Gross_Fiscal_Deficits,Haryana,2013-14,8310
Gross_Fiscal_Deficits,Haryana,2014-15,15630
Gross_Fiscal_Deficits,Haryana,2015-16,16420
Gross_Fiscal_Deficits,Himachal Pradesh,1980-81,-35
Gross_Fiscal_Deficits,Himachal Pradesh,1981-82,57
Gross_Fiscal_Deficits,Himachal Pradesh,1982-83,74
Gross_Fiscal_Deficits,Himachal Pradesh,1983-84,58
Gross_Fiscal_Deficits,Himachal Pradesh,1984-85,80
Gross_Fiscal_Deficits,Himachal Pradesh,1985-86,35
Gross_Fiscal_Deficits,Himachal Pradesh,1986-87,89
Gross_Fiscal_Deficits,Himachal Pradesh,1987-88,129
Gross_Fiscal_Deficits,Himachal Pradesh,1988-89,254
Gross_Fiscal_Deficits,Himachal Pradesh,1989-90,226
Gross_Fiscal_Deficits,Himachal Pradesh,1990-91,279
Gross_Fiscal_Deficits,Himachal Pradesh,1991-92,224
Gross_Fiscal_Deficits,Himachal Pradesh,1992-93,312
Gross_Fiscal_Deficits,Himachal Pradesh,1993-94,152
Gross_Fiscal_Deficits,Himachal Pradesh,1994-95,620
Gross_Fiscal_Deficits,Himachal Pradesh,1995-96,521
Gross_Fiscal_Deficits,Himachal Pradesh,1996-97,572
Gross_Fiscal_Deficits,Himachal Pradesh,1997-98,1202
Gross_Fiscal_Deficits,Himachal Pradesh,1998-99,1662
Gross_Fiscal_Deficits,Himachal Pradesh,1999-00,190
Gross_Fiscal_Deficits,Himachal Pradesh,2000-01,1845
Gross_Fiscal_Deficits,Himachal Pradesh,2001-02,1511
Gross_Fiscal_Deficits,Himachal Pradesh,2002-03,2340
Gross_Fiscal_Deficits,Himachal Pradesh,2003-04,2380
Gross_Fiscal_Deficits,Himachal Pradesh,2004-05,1810
Gross_Fiscal_Deficits,Himachal Pradesh,2005-06,720
Gross_Fiscal_Deficits,Himachal Pradesh,2006-07,920
Gross_Fiscal_Deficits,Himachal Pradesh,2007-08,550
Gross_Fiscal_Deficits,Himachal Pradesh,2008-09,2280
Gross_Fiscal_Deficits,Himachal Pradesh,2009-10,2780
Gross_Fiscal_Deficits,Himachal Pradesh,2010-11,1830
Gross_Fiscal_Deficits,Himachal Pradesh,2011-12,1630
Gross_Fiscal_Deficits,Himachal Pradesh,2012-13,2980
Gross_Fiscal_Deficits,Himachal Pradesh,2013-14,4010
Gross_Fiscal_Deficits,Himachal Pradesh,2014-15,3830
Gross_Fiscal_Deficits,Himachal Pradesh,2015-16,3280
Gross_Fiscal_Deficits,Jammu & Kashmir,1980-81,145
Gross_Fiscal_Deficits,Jammu & Kashmir,1981-82,136
Gross_Fiscal_Deficits,Jammu & Kashmir,1982-83,142
Gross_Fiscal_Deficits,Jammu & Kashmir,1983-84,198
Gross_Fiscal_Deficits,Jammu & Kashmir,1984-85,248
Gross_Fiscal_Deficits,Jammu & Kashmir,1985-86,247
Gross_Fiscal_Deficits,Jammu & Kashmir,1986-87,244
Gross_Fiscal_Deficits,Jammu & Kashmir,1987-88,417
Gross_Fiscal_Deficits,Jammu & Kashmir,1988-89,410
Gross_Fiscal_Deficits,Jammu & Kashmir,1989-90,524
Gross_Fiscal_Deficits,Jammu & Kashmir,1990-91,661
Gross_Fiscal_Deficits,Jammu & Kashmir,1991-92,449
Gross_Fiscal_Deficits,Jammu & Kashmir,1992-93,204
Gross_Fiscal_Deficits,Jammu & Kashmir,1993-94,88
Gross_Fiscal_Deficits,Jammu & Kashmir,1994-95,-23
Gross_Fiscal_Deficits,Jammu & Kashmir,1995-96,97
Gross_Fiscal_Deficits,Jammu & Kashmir,1996-97,166
Gross_Fiscal_Deficits,Jammu & Kashmir,1997-98,444
Gross_Fiscal_Deficits,Jammu & Kashmir,1998-99,1054
Gross_Fiscal_Deficits,Jammu & Kashmir,1999-00,1339
Gross_Fiscal_Deficits,Jammu & Kashmir,2000-01,2166
Gross_Fiscal_Deficits,Jammu & Kashmir,2001-02,748
Gross_Fiscal_Deficits,Jammu & Kashmir,2002-03,1250
Gross_Fiscal_Deficits,Jammu & Kashmir,2003-04,-20
Gross_Fiscal_Deficits,Jammu & Kashmir,2004-05,1010
Gross_Fiscal_Deficits,Jammu & Kashmir,2005-06,1590
Gross_Fiscal_Deficits,Jammu & Kashmir,2006-07,1460
Gross_Fiscal_Deficits,Jammu & Kashmir,2007-08,2610
Gross_Fiscal_Deficits,Jammu & Kashmir,2008-09,2330
Gross_Fiscal_Deficits,Jammu & Kashmir,2009-10,2230
Gross_Fiscal_Deficits,Jammu & Kashmir,2010-11,2370
Gross_Fiscal_Deficits,Jammu & Kashmir,2011-12,3690
Gross_Fiscal_Deficits,Jammu & Kashmir,2012-13,4220
Gross_Fiscal_Deficits,Jammu & Kashmir,2013-14,4550
Gross_Fiscal_Deficits,Jammu & Kashmir,2014-15,6630
Gross_Fiscal_Deficits,Jammu & Kashmir,2015-16,6630
Gross_Fiscal_Deficits,Jharkhand,1980-81,0
Gross_Fiscal_Deficits,Jharkhand,1981-82,0
Gross_Fiscal_Deficits,Jharkhand,1982-83,0
Gross_Fiscal_Deficits,Jharkhand,1983-84,0
Gross_Fiscal_Deficits,Jharkhand,1984-85,0
Gross_Fiscal_Deficits,Jharkhand,1985-86,0
Gross_Fiscal_Deficits,Jharkhand,1986-87,0
Gross_Fiscal_Deficits,Jharkhand,1987-88,0
Gross_Fiscal_Deficits,Jharkhand,1988-89,0
Gross_Fiscal_Deficits,Jharkhand,1989-90,0
Gross_Fiscal_Deficits,Jharkhand,1990-91,0
Gross_Fiscal_Deficits,Jharkhand,1991-92,0
Gross_Fiscal_Deficits,Jharkhand,1992-93,0
Gross_Fiscal_Deficits,Jharkhand,1993-94,0
Gross_Fiscal_Deficits,Jharkhand,1994-95,0
Gross_Fiscal_Deficits,Jharkhand,1995-96,0
Gross_Fiscal_Deficits,Jharkhand,1996-97,0
Gross_Fiscal_Deficits,Jharkhand,1997-98,0
Gross_Fiscal_Deficits,Jharkhand,1998-99,0
Gross_Fiscal_Deficits,Jharkhand,1999-00,0
Gross_Fiscal_Deficits,Jharkhand,2000-01,0
